Movie Name,Movie Link
"Goodbye, Children",https://www.imdb.com/title/tt0092593/
Ivan's Childhood,https://www.imdb.com/title/tt0056111/
Departures,https://www.imdb.com/title/tt1069238/
The Thin Blue Line,https://www.imdb.com/title/tt0096257/
Cries & Whispers,https://www.imdb.com/title/tt0069467/
Touching the Void,https://www.imdb.com/title/tt0379557/
Elite Squad 2: The Enemy Within,https://www.imdb.com/title/tt1555149/
Haider,https://www.imdb.com/title/tt3390572/
Bowling for Columbine,https://www.imdb.com/title/tt0310793/
The Shop Around the Corner,https://www.imdb.com/title/tt0033045/
The Exterminating Angel,https://www.imdb.com/title/tt0056732/
The Wild Pear Tree,https://www.imdb.com/title/tt6628102/
The Blue Elephant,https://www.imdb.com/title/tt3461252/
Going Clear: Scientology & the Prison of Belief,https://www.imdb.com/title/tt4257858/
The Ox-Bow Incident,https://www.imdb.com/title/tt0036244/
G.O.R.A.,https://www.imdb.com/title/tt0384116/
Waltz with Bashir,https://www.imdb.com/title/tt1185616/
Winter Light,https://www.imdb.com/title/tt0057358/
Tae Guk Gi: The Brotherhood of War,https://www.imdb.com/title/tt0386064/
Sanjuro,https://www.imdb.com/title/tt0056443/
Andaz Apna Apna,https://www.imdb.com/title/tt0109117/
M.S. Dhoni: The Untold Story,https://www.imdb.com/title/tt4169250/
Sicko,https://www.imdb.com/title/tt0386032/
The King of Kong: A Fistful of Quarters,https://www.imdb.com/title/tt0923752/
Lage Raho Munna Bhai,https://www.imdb.com/title/tt0456144/
Vizontele,https://www.imdb.com/title/tt0270053/
Special 26,https://www.imdb.com/title/tt2377938/
1: Nenokkadine,https://www.imdb.com/title/tt2375559/
Nefes: Vatan Sagolsun,https://www.imdb.com/title/tt1171701/
Inside Out 2,https://www.imdb.com/title/tt22022452/
Kalki 2898 AD,https://www.imdb.com/title/tt12735488/
Poor Things,https://www.imdb.com/title/tt14230458/
Nosferatu,https://www.imdb.com/title/tt0013442/
Titanic,https://www.imdb.com/title/tt0120338/
Perfect Days,https://www.imdb.com/title/tt27503384/
The Holdovers,https://www.imdb.com/title/tt14849194/
Wonder,https://www.imdb.com/title/tt2543472/
Guardians of the Galaxy Vol. 3,https://www.imdb.com/title/tt6791350/
Boogie Nights,https://www.imdb.com/title/tt0118749/
Knives Out,https://www.imdb.com/title/tt8946378/
Shrek,https://www.imdb.com/title/tt0126029/
Iron Man,https://www.imdb.com/title/tt0371746/
Arrival,https://www.imdb.com/title/tt2543164/
Bohemian Rhapsody,https://www.imdb.com/title/tt1727824/
Avatar,https://www.imdb.com/title/tt0499549/
Harry Potter and the Prisoner of Azkaban,https://www.imdb.com/title/tt0304141/
Mystic River,https://www.imdb.com/title/tt0327056/
Mulholland Drive,https://www.imdb.com/title/tt0166924/
Edge of Tomorrow,https://www.imdb.com/title/tt1631867/
Edward Scissorhands,https://www.imdb.com/title/tt0099487/
Almost Famous,https://www.imdb.com/title/tt0181875/
True Romance,https://www.imdb.com/title/tt0108399/
District 9,https://www.imdb.com/title/tt1136608/
Thor: Ragnarok,https://www.imdb.com/title/tt3501632/
Star Trek,https://www.imdb.com/title/tt0796366/
Children of Men,https://www.imdb.com/title/tt0206634/
Jojo Rabbit,https://www.imdb.com/title/tt2584384/
Zack Snyder's Justice League,https://www.imdb.com/title/tt12361974/
E.T. the Extra-Terrestrial,https://www.imdb.com/title/tt0083866/
X-Men: Days of Future Past,https://www.imdb.com/title/tt1877832/
Shaun of the Dead,https://www.imdb.com/title/tt0365748/
The Perks of Being a Wallflower,https://www.imdb.com/title/tt1659337/
In Bruges,https://www.imdb.com/title/tt0780536/
The Blues Brothers,https://www.imdb.com/title/tt0080455/
Toy Story 2,https://www.imdb.com/title/tt0120363/
"Blood In, Blood Out",https://www.imdb.com/title/tt0106469/
Fantastic Mr. Fox,https://www.imdb.com/title/tt0432283/
Life of Pi,https://www.imdb.com/title/tt0454876/
Carlito's Way,https://www.imdb.com/title/tt0106519/
This Is Spinal Tap,https://www.imdb.com/title/tt0088258/
Boyhood,https://www.imdb.com/title/tt1065073/
Ghost in the Shell,https://www.imdb.com/title/tt0113568/
Sing Street,https://www.imdb.com/title/tt3544112/
Dallas Buyers Club,https://www.imdb.com/title/tt0790636/
Spartacus,https://www.imdb.com/title/tt0054331/
The Nightmare Before Christmas,https://www.imdb.com/title/tt0107688/
The Ten Commandments,https://www.imdb.com/title/tt0049833/
Marriage Story,https://www.imdb.com/title/tt7653254/
A Fistful of Dollars,https://www.imdb.com/title/tt0058461/
Before Midnight,https://www.imdb.com/title/tt2209418/
Rope,https://www.imdb.com/title/tt0040746/
The Wrestler,https://www.imdb.com/title/tt1125849/
"Crouching Tiger, Hidden Dragon",https://www.imdb.com/title/tt0190332/
A Streetcar Named Desire,https://www.imdb.com/title/tt0044081/
In the Heat of the Night,https://www.imdb.com/title/tt0061811/
Doctor Zhivago,https://www.imdb.com/title/tt0059113/
The Maltese Falcon,https://www.imdb.com/title/tt0033870/
The Wild Bunch,https://www.imdb.com/title/tt0065214/
High Noon,https://www.imdb.com/title/tt0044706/
Wings of Desire,https://www.imdb.com/title/tt0093191/
Shoplifters,https://www.imdb.com/title/tt8075192/
The Manchurian Candidate,https://www.imdb.com/title/tt0056218/
Dancer in the Dark,https://www.imdb.com/title/tt0168629/
All the President's Men,https://www.imdb.com/title/tt0074119/
Solaris,https://www.imdb.com/title/tt0069293/
Strangers on a Train,https://www.imdb.com/title/tt0044079/
Being There,https://www.imdb.com/title/tt0078841/
Hero,https://www.imdb.com/title/tt0299977/
King Kong,https://www.imdb.com/title/tt0024216/
Notorious,https://www.imdb.com/title/tt0038787/
The Raid 2,https://www.imdb.com/title/tt2265171/
The Artist,https://www.imdb.com/title/tt1655442/
Patton,https://www.imdb.com/title/tt0066206/
The Lion in Winter,https://www.imdb.com/title/tt0063227/
In a Lonely Place,https://www.imdb.com/title/tt0042593/
The Big Sleep,https://www.imdb.com/title/tt0038355/
A Christmas Story,https://www.imdb.com/title/tt0085334/
Laura,https://www.imdb.com/title/tt0037008/
The Killing,https://www.imdb.com/title/tt0049406/
The Leopard,https://www.imdb.com/title/tt0057091/
Togo,https://www.imdb.com/title/tt5116302/
Harold and Maude,https://www.imdb.com/title/tt0067185/
Amour,https://www.imdb.com/title/tt1602620/
My Name Is Khan,https://www.imdb.com/title/tt1188996/
Hanu Man,https://www.imdb.com/title/tt15433956/
Icarus,https://www.imdb.com/title/tt6333060/
The Philadelphia Story,https://www.imdb.com/title/tt0032904/
The Adventures of Robin Hood,https://www.imdb.com/title/tt0029843/
Once Were Warriors,https://www.imdb.com/title/tt0110729/
Short Term 12,https://www.imdb.com/title/tt2370248/
Kal Ho Naa Ho,https://www.imdb.com/title/tt0347304/
Mirror,https://www.imdb.com/title/tt0072443/
The Big Heat,https://www.imdb.com/title/tt0045555/
A Taxi Driver,https://www.imdb.com/title/tt6878038/
Harvey,https://www.imdb.com/title/tt0042546/
Cat on a Hot Tin Roof,https://www.imdb.com/title/tt0051459/
The Conformist,https://www.imdb.com/title/tt0065571/
In Cold Blood,https://www.imdb.com/title/tt0061809/
Arsenic and Old Lace,https://www.imdb.com/title/tt0036613/
Talk to Her,https://www.imdb.com/title/tt0287467/
Head-On,https://www.imdb.com/title/tt0347048/
Mildred Pierce,https://www.imdb.com/title/tt0037913/
The Sacrifice,https://www.imdb.com/title/tt0091670/
The Red Circle,https://www.imdb.com/title/tt0065531/
Nostalghia,https://www.imdb.com/title/tt0086022/
3-Iron,https://www.imdb.com/title/tt0423866/
Kagemusha: The Shadow Warrior,https://www.imdb.com/title/tt0080979/
Jab We Met,https://www.imdb.com/title/tt1093370/
The Way He Looks,https://www.imdb.com/title/tt1702014/
The Thin Man,https://www.imdb.com/title/tt0025878/
Miracle on 34th Street,https://www.imdb.com/title/tt0039628/
Exit Through the Gift Shop,https://www.imdb.com/title/tt1587707/
The Lost Weekend,https://www.imdb.com/title/tt0037884/
About Elly,https://www.imdb.com/title/tt1360860/
My Man Godfrey,https://www.imdb.com/title/tt0028010/
No Man's Land,https://www.imdb.com/title/tt0283509/
Evangelion: 2.0 You Can (Not) Advance,https://www.imdb.com/title/tt0860906/
The Return,https://www.imdb.com/title/tt0376968/
Nine Queens,https://www.imdb.com/title/tt0247586/
"4 Months, 3 Weeks and 2 Days",https://www.imdb.com/title/tt1032846/
The Rules of the Game,https://www.imdb.com/title/tt0031885/
Elevator to the Gallows,https://www.imdb.com/title/tt0051378/
Beauty and the Beast,https://www.imdb.com/title/tt0038348/
Battleship Potemkin,https://www.imdb.com/title/tt0015648/
Sullivan's Travels,https://www.imdb.com/title/tt0034240/
Super 30,https://www.imdb.com/title/tt7485048/
Arjun Reddy,https://www.imdb.com/title/tt7294534/
Through a Glass Darkly,https://www.imdb.com/title/tt0055499/
Black Hawk Down,https://www.imdb.com/title/tt4330758/
Gully Boy,https://www.imdb.com/title/tt2395469/
Badhaai Ho,https://www.imdb.com/title/tt7725596/
Dev.D,https://www.imdb.com/title/tt1327035/
Pad Man,https://www.imdb.com/title/tt7218518/
Baby,https://www.imdb.com/title/tt3848892/
Vishwaroopam,https://www.imdb.com/title/tt2199711/
Airlift,https://www.imdb.com/title/tt4387040/
Karthikeya 2,https://www.imdb.com/title/tt13664684/
Get Out,https://www.imdb.com/title/tt5052448/
The Batman,https://www.imdb.com/title/tt1877830/
The Gentlemen,https://www.imdb.com/title/tt8367814/
The Notebook,https://www.imdb.com/title/tt0332280/
The Breakfast Club,https://www.imdb.com/title/tt0088847/
Pride & Prejudice,https://www.imdb.com/title/tt0414387/
Ferris Bueller's Day Off,https://www.imdb.com/title/tt0091042/
Ghostbusters,https://www.imdb.com/title/tt0087332/
Everything Everywhere All at Once,https://www.imdb.com/title/tt6710474/
Tombstone,https://www.imdb.com/title/tt0108358/
The Sandlot,https://www.imdb.com/title/tt0108037/
About Time,https://www.imdb.com/title/tt2194499/
Past Lives,https://www.imdb.com/title/tt13238346/
Hidden Figures,https://www.imdb.com/title/tt4846340/
The Right Stuff,https://www.imdb.com/title/tt0086197/
The Big Short,https://www.imdb.com/title/tt1596363/
Call Me by Your Name,https://www.imdb.com/title/tt5726616/
The Social Network,https://www.imdb.com/title/tt1285016/
Drive,https://www.imdb.com/title/tt0780504/
Little Women,https://www.imdb.com/title/tt3281548/
The Hobbit: An Unexpected Journey,https://www.imdb.com/title/tt0903624/
Dunkirk,https://www.imdb.com/title/tt5013056/
Rogue One: A Star Wars Story,https://www.imdb.com/title/tt3748528/
The Fugitive,https://www.imdb.com/title/tt0106977/
Willy Wonka & the Chocolate Factory,https://www.imdb.com/title/tt0067992/
The Hateful Eight,https://www.imdb.com/title/tt3460252/
Apocalypto,https://www.imdb.com/title/tt0472043/
Predator,https://www.imdb.com/title/tt0093773/
Society of the Snow,https://www.imdb.com/title/tt16277242/
The Bourne Identity,https://www.imdb.com/title/tt0258463/
A Bronx Tale,https://www.imdb.com/title/tt0106489/
Star Wars: Episode VII - The Force Awakens,https://www.imdb.com/title/tt2488496/
Nightcrawler,https://www.imdb.com/title/tt2872718/
Atonement,https://www.imdb.com/title/tt0783233/
Back to the Future Part II,https://www.imdb.com/title/tt0096874/
Puss in Boots: The Last Wish,https://www.imdb.com/title/tt3915174/
Cabaret,https://www.imdb.com/title/tt0068327/
Hot Fuzz,https://www.imdb.com/title/tt0425112/
RRR,https://www.imdb.com/title/tt8178634/
The Irishman,https://www.imdb.com/title/tt1302006/
Remember the Titans,https://www.imdb.com/title/tt0210945/
The Girl with the Dragon Tattoo,https://www.imdb.com/title/tt1568346/
Kramer vs. Kramer,https://www.imdb.com/title/tt0079417/
All Quiet on the Western Front,https://www.imdb.com/title/tt1016150/
Cast Away,https://www.imdb.com/title/tt0162222/
Manchester by the Sea,https://www.imdb.com/title/tt4034228/
American Gangster,https://www.imdb.com/title/tt0765429/
Captain Fantastic,https://www.imdb.com/title/tt3553976/
Skyfall,https://www.imdb.com/title/tt1074638/
The Untouchables,https://www.imdb.com/title/tt0094226/
The Curious Case of Benjamin Button,https://www.imdb.com/title/tt0421715/
Captain America: Civil War,https://www.imdb.com/title/tt3498820/
Little Miss Sunshine,https://www.imdb.com/title/tt0449059/
Misery,https://www.imdb.com/title/tt0100157/
Mary Poppins,https://www.imdb.com/title/tt0058331/
The Hobbit: The Desolation of Smaug,https://www.imdb.com/title/tt1170358/
Big Hero 6,https://www.imdb.com/title/tt2245084/
I Saw the Devil,https://www.imdb.com/title/tt1588170/
Serenity,https://www.imdb.com/title/tt0379786/
Boyz n the Hood,https://www.imdb.com/title/tt0101507/
The World's Fastest Indian,https://www.imdb.com/title/tt0412080/
Hunt for the Wilderpeople,https://www.imdb.com/title/tt4698684/
The Last Samurai,https://www.imdb.com/title/tt0325710/
Midnight Cowboy,https://www.imdb.com/title/tt0064665/
Close,https://www.imdb.com/title/tt9660502/
Straight Outta Compton,https://www.imdb.com/title/tt1398426/
Mississippi Burning,https://www.imdb.com/title/tt0095647/
The Man from Earth,https://www.imdb.com/title/tt0756683/
Moonrise Kingdom,https://www.imdb.com/title/tt1748122/
Thirteen Lives,https://www.imdb.com/title/tt12262116/
Moon,https://www.imdb.com/title/tt1182345/
Walk the Line,https://www.imdb.com/title/tt0358273/
Paddington 2,https://www.imdb.com/title/tt4468740/
The Fall,https://www.imdb.com/title/tt0460791/
The Umbrellas of Cherbourg,https://www.imdb.com/title/tt0058450/
Glory,https://www.imdb.com/title/tt0097441/
Brazil,https://www.imdb.com/title/tt0088846/
Let the Right One In,https://www.imdb.com/title/tt1139797/
Dawn of the Dead,https://www.imdb.com/title/tt0077402/
The Killing Fields,https://www.imdb.com/title/tt0087553/
Kiki's Delivery Service,https://www.imdb.com/title/tt0097814/
Jujutsu Kaisen 0,https://www.imdb.com/title/tt14331144/
Captain Phillips,https://www.imdb.com/title/tt1535109/
The Best Offer,https://www.imdb.com/title/tt1924396/
To Have and Have Not,https://www.imdb.com/title/tt0037382/
The Searchers,https://www.imdb.com/title/tt0049730/
All That Jazz,https://www.imdb.com/title/tt0078754/
The Outlaw Josey Wales,https://www.imdb.com/title/tt0075029/
The Fighter,https://www.imdb.com/title/tt0964517/
Pride,https://www.imdb.com/title/tt3169706/
The Girl with the Dragon Tattoo,https://www.imdb.com/title/tt1132620/
The Remains of the Day,https://www.imdb.com/title/tt0107943/
The Insider,https://www.imdb.com/title/tt0140352/
Isle of Dogs,https://www.imdb.com/title/tt5104604/
How to Train Your Dragon 2,https://www.imdb.com/title/tt1646971/
Night of the Living Dead,https://www.imdb.com/title/tt0063350/
Ed Wood,https://www.imdb.com/title/tt0109707/
Awakenings,https://www.imdb.com/title/tt0099077/
The Wind Rises,https://www.imdb.com/title/tt2013293/
Stagecoach,https://www.imdb.com/title/tt0031971/
Charade,https://www.imdb.com/title/tt0056923/
Whisper of the Heart,https://www.imdb.com/title/tt0113824/
The King of Comedy,https://www.imdb.com/title/tt0085794/
Once,https://www.imdb.com/title/tt0907657/
The Day of the Jackal,https://www.imdb.com/title/tt0069947/
October Sky,https://www.imdb.com/title/tt0132477/
Manhattan,https://www.imdb.com/title/tt0079522/
The Chaser,https://www.imdb.com/title/tt1190539/
Guess Who's Coming to Dinner,https://www.imdb.com/title/tt0061735/
Freaks,https://www.imdb.com/title/tt0022913/
East of Eden,https://www.imdb.com/title/tt0048028/
Breaking the Waves,https://www.imdb.com/title/tt0115751/
Gaslight,https://www.imdb.com/title/tt0036855/
Three Colors: Blue,https://www.imdb.com/title/tt0108394/
Grizzly Man,https://www.imdb.com/title/tt0427312/
Frankenstein,https://www.imdb.com/title/tt0021884/
Lilya 4-Ever,https://www.imdb.com/title/tt0300140/
My Left Foot,https://www.imdb.com/title/tt0097937/
"Aguirre, the Wrath of God",https://www.imdb.com/title/tt0068182/
All About My Mother,https://www.imdb.com/title/tt0185125/
Letters from Iwo Jima,https://www.imdb.com/title/tt0498380/
You Can't Take It with You,https://www.imdb.com/title/tt0030993/
The Man Who Would Be King,https://www.imdb.com/title/tt0073341/
Loving Vincent,https://www.imdb.com/title/tt3262342/
Amy,https://www.imdb.com/title/tt2870648/
Bride of Frankenstein,https://www.imdb.com/title/tt0026138/
The White Ribbon,https://www.imdb.com/title/tt1149362/
Ninja Scroll,https://www.imdb.com/title/tt0107692/
Hannah and Her Sisters,https://www.imdb.com/title/tt0091167/
Cowboy Bebop: The Movie,https://www.imdb.com/title/tt0275277/
Red River,https://www.imdb.com/title/tt0040724/
Batman: Mask of the Phantasm,https://www.imdb.com/title/tt0106364/
The Asphalt Jungle,https://www.imdb.com/title/tt0042208/
Shadow of a Doubt,https://www.imdb.com/title/tt0036342/
Great Expectations,https://www.imdb.com/title/tt0038574/
Bringing Up Baby,https://www.imdb.com/title/tt0029947/
The Postman,https://www.imdb.com/title/tt0110877/
Playtime,https://www.imdb.com/title/tt0062136/
His Girl Friday,https://www.imdb.com/title/tt0032599/
A Prophet,https://www.imdb.com/title/tt1235166/
Badla,https://www.imdb.com/title/tt8130968/
Tokyo Godfathers,https://www.imdb.com/title/tt0388473/
Amarcord,https://www.imdb.com/title/tt0071129/
Land of Mine,https://www.imdb.com/title/tt3841424/
The Lunchbox,https://www.imdb.com/title/tt2350496/
"I, Daniel Blake",https://www.imdb.com/title/tt5168192/
The Chorus,https://www.imdb.com/title/tt0372824/
Cléo from 5 to 7,https://www.imdb.com/title/tt0055852/
Hiroshima Mon Amour,https://www.imdb.com/title/tt0052893/
Gangubai Kathiawadi,https://www.imdb.com/title/tt10083340/
Mimi,https://www.imdb.com/title/tt10895576/
Veer-Zaara,https://www.imdb.com/title/tt0420332/
The Discreet Charm of the Bourgeoisie,https://www.imdb.com/title/tt0068361/
Once Upon a Time in Anatolia,https://www.imdb.com/title/tt1827487/
Millennium Actress,https://www.imdb.com/title/tt0291350/
"Like Father, Like Son",https://www.imdb.com/title/tt2331143/
Crimes and Misdemeanors,https://www.imdb.com/title/tt0097123/
The Muppet Christmas Carol,https://www.imdb.com/title/tt0104940/
My Life as a Zucchini,https://www.imdb.com/title/tt2321405/
Vivre sa vie,https://www.imdb.com/title/tt0056663/
C.R.A.Z.Y.,https://www.imdb.com/title/tt0401085/
Lakshya,https://www.imdb.com/title/tt0323013/
Knockin' on Heaven's Door,https://www.imdb.com/title/tt0119472/
A Night at the Opera,https://www.imdb.com/title/tt0026778/
Jiro Dreams of Sushi,https://www.imdb.com/title/tt1772925/
"Food, Inc.",https://www.imdb.com/title/tt1286537/
Hindi Medium,https://www.imdb.com/title/tt5764096/
Kai Po Che,https://www.imdb.com/title/tt2213054/
Minnal Murali,https://www.imdb.com/title/tt7268738/
The Dissident,https://www.imdb.com/title/tt11382384/
English Vinglish,https://www.imdb.com/title/tt2181931/
Secret Superstar,https://www.imdb.com/title/tt6108090/
Furiosa: A Mad Max Saga,https://www.imdb.com/title/tt12037194/
Godzilla Minus One,https://www.imdb.com/title/tt23289160/
Mission: Impossible - Dead Reckoning Part One,https://www.imdb.com/title/tt9603212/
All of Us Strangers,https://www.imdb.com/title/tt21192142/
Anatomy of a Fall,https://www.imdb.com/title/tt17009710/
John Wick: Chapter 4,https://www.imdb.com/title/tt10366206/
The Goonies,https://www.imdb.com/title/tt0089218/
The Hangover,https://www.imdb.com/title/tt1119646/
Sense and Sensibility,https://www.imdb.com/title/tt0114388/
Brokeback Mountain,https://www.imdb.com/title/tt0388795/
Sicario,https://www.imdb.com/title/tt3397884/
Taken,https://www.imdb.com/title/tt0936501/
Kingsman: The Secret Service,https://www.imdb.com/title/tt2802144/
Blue Velvet,https://www.imdb.com/title/tt0090756/
Ordinary People,https://www.imdb.com/title/tt0081283/
Harry Potter and the Goblet of Fire,https://www.imdb.com/title/tt0330373/
Ex Machina,https://www.imdb.com/title/tt0470752/
Blue Is the Warmest Colour,https://www.imdb.com/title/tt2278871/
Airplane!,https://www.imdb.com/title/tt0080339/
Blazing Saddles,https://www.imdb.com/title/tt0071230/
The Dirty Dozen,https://www.imdb.com/title/tt0061578/
500 Days of Summer,https://www.imdb.com/title/tt1022603/
The Banshees of Inisherin,https://www.imdb.com/title/tt11813216/
Zodiac,https://www.imdb.com/title/tt0443706/
Harry Potter and the Deathly Hallows: Part 1,https://www.imdb.com/title/tt0926084/
Black Hawk Down,https://www.imdb.com/title/tt0265086/
Lost in Translation,https://www.imdb.com/title/tt0335266/
Tangled,https://www.imdb.com/title/tt0398286/
Home Alone,https://www.imdb.com/title/tt0099785/
X-Men: First Class,https://www.imdb.com/title/tt1270798/
Man on Fire,https://www.imdb.com/title/tt0328107/
Ocean's Eleven,https://www.imdb.com/title/tt0240772/
The Lego Movie,https://www.imdb.com/title/tt1490017/
Coraline,https://www.imdb.com/title/tt0327597/
The Worst Person in the World,https://www.imdb.com/title/tt10370710/
Wind River,https://www.imdb.com/title/tt5362988/
Who Framed Roger Rabbit,https://www.imdb.com/title/tt0096438/
Deliverance,https://www.imdb.com/title/tt0068473/
The Game,https://www.imdb.com/title/tt0119174/
Training Day,https://www.imdb.com/title/tt0139654/
Toy Story 4,https://www.imdb.com/title/tt1979376/
"O Brother, Where Art Thou?",https://www.imdb.com/title/tt0190590/
A Few Good Men,https://www.imdb.com/title/tt0104257/
The Count of Monte Cristo,https://www.imdb.com/title/tt0245844/
And Your Mother Too,https://www.imdb.com/title/tt0245574/
Mulan,https://www.imdb.com/title/tt0120762/
The Bourne Supremacy,https://www.imdb.com/title/tt0372183/
Mission: Impossible - Fallout,https://www.imdb.com/title/tt4912910/
The Name of the Rose,https://www.imdb.com/title/tt0091605/
Wreck-It Ralph,https://www.imdb.com/title/tt1772341/
Apollo 13,https://www.imdb.com/title/tt0112384/
Halloween,https://www.imdb.com/title/tt0077651/
The Vanishing,https://www.imdb.com/title/tt0096163/
Gattaca,https://www.imdb.com/title/tt0119177/
Fried Green Tomatoes,https://www.imdb.com/title/tt0101921/
The Fault in Our Stars,https://www.imdb.com/title/tt2582846/
The Caine Mutiny,https://www.imdb.com/title/tt0046816/
Crash,https://www.imdb.com/title/tt0375679/
Primal Fear,https://www.imdb.com/title/tt0117381/
First Blood,https://www.imdb.com/title/tt0083944/
The Holy Mountain,https://www.imdb.com/title/tt0071615/
"South Park: Bigger, Longer & Uncut",https://www.imdb.com/title/tt0158983/
The Longest Day,https://www.imdb.com/title/tt0056197/
Argo,https://www.imdb.com/title/tt1024648/
Silver Linings Playbook,https://www.imdb.com/title/tt1045658/
Captain America: The Winter Soldier,https://www.imdb.com/title/tt1843866/
Nebraska,https://www.imdb.com/title/tt1821549/
Another Round,https://www.imdb.com/title/tt10288566/
What's Eating Gilbert Grape,https://www.imdb.com/title/tt0108550/
Naked,https://www.imdb.com/title/tt0107653/
Birdman or (The Unexpected Virtue of Ignorance),https://www.imdb.com/title/tt2562232/
Philadelphia,https://www.imdb.com/title/tt0107818/
Billy Elliot,https://www.imdb.com/title/tt0249462/
Sound of Metal,https://www.imdb.com/title/tt5363618/
The Boy in the Striped Pajamas,https://www.imdb.com/title/tt0914798/
Glengarry Glen Ross,https://www.imdb.com/title/tt0104348/
The Magnificent Seven,https://www.imdb.com/title/tt0054047/
Bonnie and Clyde,https://www.imdb.com/title/tt0061418/
Gravity,https://www.imdb.com/title/tt1454468/
When Harry Met Sally...,https://www.imdb.com/title/tt0098635/
As Good as It Gets,https://www.imdb.com/title/tt0119822/
Detachment,https://www.imdb.com/title/tt1683526/
The Conversation,https://www.imdb.com/title/tt0071360/
Me and Earl and the Dying Girl,https://www.imdb.com/title/tt2582496/
The Color Purple,https://www.imdb.com/title/tt0088939/
Sorcerer,https://www.imdb.com/title/tt0076740/
Dirty Harry,https://www.imdb.com/title/tt0066999/
Evil Dead II,https://www.imdb.com/title/tt0092991/
The Theory of Everything,https://www.imdb.com/title/tt2980516/
Kung Fu Hustle,https://www.imdb.com/title/tt0373074/
The French Connection,https://www.imdb.com/title/tt0067116/
Star Trek Into Darkness,https://www.imdb.com/title/tt1408101/
Road to Perdition,https://www.imdb.com/title/tt0257044/
Mr. Nobody,https://www.imdb.com/title/tt0485947/
Adaptation.,https://www.imdb.com/title/tt0268126/
Empire of the Sun,https://www.imdb.com/title/tt0092965/
Happiness,https://www.imdb.com/title/tt0147612/
Serpico,https://www.imdb.com/title/tt0070666/
Changeling,https://www.imdb.com/title/tt0824747/
Being John Malkovich,https://www.imdb.com/title/tt0120601/
This Is England,https://www.imdb.com/title/tt0480025/
Donnie Brasco,https://www.imdb.com/title/tt0119008/
Star Trek II: The Wrath of Khan,https://www.imdb.com/title/tt0084726/
Goldfinger,https://www.imdb.com/title/tt0058150/
Flipped,https://www.imdb.com/title/tt0817177/
Breaking Away,https://www.imdb.com/title/tt0078902/
Lucky Number Slevin,https://www.imdb.com/title/tt0425210/
Fantasia,https://www.imdb.com/title/tt0032455/
How Green Was My Valley,https://www.imdb.com/title/tt0033729/
The African Queen,https://www.imdb.com/title/tt0043265/
The Great Beauty,https://www.imdb.com/title/tt2358891/
The Trial of the Chicago 7,https://www.imdb.com/title/tt1070874/
Days of Heaven,https://www.imdb.com/title/tt0077405/
Invasion of the Body Snatchers,https://www.imdb.com/title/tt0049366/
My Fair Lady,https://www.imdb.com/title/tt0058385/
Paprika,https://www.imdb.com/title/tt0851578/
Roma,https://www.imdb.com/title/tt6155172/
Clerks,https://www.imdb.com/title/tt0109445/
The Quiet Man,https://www.imdb.com/title/tt0045061/
The Day the Earth Stood Still,https://www.imdb.com/title/tt0043456/
Happy Together,https://www.imdb.com/title/tt0118845/
Malcolm X,https://www.imdb.com/title/tt0104797/
Mother,https://www.imdb.com/title/tt1216496/
Miller's Crossing,https://www.imdb.com/title/tt0100150/
The Last Emperor,https://www.imdb.com/title/tt0093389/
Black Narcissus,https://www.imdb.com/title/tt0039192/
Black Book,https://www.imdb.com/title/tt0389557/
Waking Life,https://www.imdb.com/title/tt0243017/
"What's Up, Doc?",https://www.imdb.com/title/tt0069495/
Badlands,https://www.imdb.com/title/tt0069762/
A Man for All Seasons,https://www.imdb.com/title/tt0060665/
Ray,https://www.imdb.com/title/tt0350258/
The Verdict,https://www.imdb.com/title/tt0084855/
Rockstar,https://www.imdb.com/title/tt1839596/
Kubo and the Two Strings,https://www.imdb.com/title/tt4302938/
Zulu,https://www.imdb.com/title/tt0058777/
Marcel the Shell with Shoes On,https://www.imdb.com/title/tt15339456/
My Darling Clementine,https://www.imdb.com/title/tt0038762/
A Man Called Ove,https://www.imdb.com/title/tt4080728/
Finding Neverland,https://www.imdb.com/title/tt0308644/
Hamlet,https://www.imdb.com/title/tt0116477/
Porco Rosso,https://www.imdb.com/title/tt0104652/
The Man from Nowhere,https://www.imdb.com/title/tt1527788/
Breathless,https://www.imdb.com/title/tt0053472/
Beasts of No Nation,https://www.imdb.com/title/tt1365050/
Fantastic Planet,https://www.imdb.com/title/tt0070544/
Never Look Away,https://www.imdb.com/title/tt5311542/
Good Bye Lenin!,https://www.imdb.com/title/tt0301357/
Open Your Eyes,https://www.imdb.com/title/tt0125659/
Dragon Ball Super: Broly,https://www.imdb.com/title/tt7961060/
Wait Until Dark,https://www.imdb.com/title/tt0062467/
The Double Life of Véronique,https://www.imdb.com/title/tt0101765/
Hedwig and the Angry Inch,https://www.imdb.com/title/tt0248845/
My Dinner with Andre,https://www.imdb.com/title/tt0082783/
Duck Soup,https://www.imdb.com/title/tt0023969/
Hard Boiled,https://www.imdb.com/title/tt0104684/
Perfect Strangers,https://www.imdb.com/title/tt4901306/
Cape Fear,https://www.imdb.com/title/tt0055824/
The Killer,https://www.imdb.com/title/tt0097202/
Night on Earth,https://www.imdb.com/title/tt0102536/
Dreams,https://www.imdb.com/title/tt0100998/
The Experiment,https://www.imdb.com/title/tt0250258/
Scarface,https://www.imdb.com/title/tt0023427/
